FID,date,neighbors,neighbor_count
3164,2007-06-09,"        FID       date
2506   3097 2007-06-07
2507   3098 2007-06-07
4109   3159 2007-06-07
4110   3160 2007-06-07
4878   3024 2007-06-07
4879   3025 2007-06-07
8103   3096 2007-06-07
8104   3095 2007-06-07
11338  3099 2007-06-07",9
2594,2007-07-03,"        FID       date
2419   2595 2007-07-05
2420   2596 2007-07-05
10104  2477 2007-07-05
11386  2535 2007-07-05
11387  2534 2007-07-05",5
1247,2007-07-21,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
11029  1206 2007-07-21",8
1206,2007-07-21,"       FID       date
273   1289 2007-07-23
462   1331 2007-07-23
1708  1330 2007-07-23
1999  1290 2007-07-23
2573  1368 2007-07-23
3862  1248 2007-07-23
3958  1289 2007-07-21
4589  1247 2007-07-23
8034  1247 2007-07-21",9
1289,2007-07-21,"        FID       date
462    1331 2007-07-23
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
4589   1247 2007-07-23
8034   1247 2007-07-21
11029  1206 2007-07-21",8
1368,2007-07-23,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
599    1407 2007-07-25
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
8034   1247 2007-07-21
10131  1330 2007-07-25
11029  1206 2007-07-21",16
1331,2007-07-23,"        FID       date
273    1289 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
4589   1247 2007-07-23
5169   1369 2007-07-25
8034   1247 2007-07-21
10131  1330 2007-07-25
11029  1206 2007-07-21",14
1290,2007-07-23,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
982    1331 2007-07-25
1708   1330 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
4589   1247 2007-07-23
5169   1369 2007-07-25
8034   1247 2007-07-21
10131  1330 2007-07-25
11029  1206 2007-07-21",15
1247,2007-07-23,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
5169   1369 2007-07-25
10131  1330 2007-07-25
11029  1206 2007-07-21",14
1330,2007-07-23,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
982    1331 2007-07-25
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
8034   1247 2007-07-21
11029  1206 2007-07-21",16
1289,2007-07-23,"        FID       date
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3862   1248 2007-07-23
4589   1247 2007-07-23
4749   1444 2007-07-25
5169   1369 2007-07-25
8034   1247 2007-07-21
10131  1330 2007-07-25
11029  1206 2007-07-21",14
1248,2007-07-23,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2573   1368 2007-07-23
3958   1289 2007-07-21
4460   1289 2007-07-25
4589   1247 2007-07-23
5169   1369 2007-07-25
8034   1247 2007-07-21
10131  1330 2007-07-25
11029  1206 2007-07-21",15
1369,2007-07-25,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2060   1368 2007-07-27
2453   1330 2007-07-27
2573   1368 2007-07-23
3862   1248 2007-07-23
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",21
1407,2007-07-25,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2060   1368 2007-07-27
2453   1330 2007-07-27
2573   1368 2007-07-23
3862   1248 2007-07-23
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",21
1289,2007-07-25,"        FID       date
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
758    1331 2007-07-27
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2060   1368 2007-07-27
2453   1330 2007-07-27
2573   1368 2007-07-23
3862   1248 2007-07-23
4589   1247 2007-07-23
4749   1444 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",18
1368,2007-07-25,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
1708   1330 2007-07-23
1999   1290 2007-07-23
2453   1330 2007-07-27
3862   1248 2007-07-23
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",19
1330,2007-07-25,"        FID       date
273    1289 2007-07-23
462    1331 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
1999   1290 2007-07-23
2060   1368 2007-07-27
2573   1368 2007-07-23
3862   1248 2007-07-23
4460   1289 2007-07-25
4589   1247 2007-07-23
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10525  1248 2007-07-27",19
1444,2007-07-25,"        FID       date
273    1289 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
1708   1330 2007-07-23
2060   1368 2007-07-27
2453   1330 2007-07-27
2573   1368 2007-07-23
4460   1289 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
10131  1330 2007-07-25",12
1331,2007-07-25,"        FID       date
273    1289 2007-07-23
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
1708   1330 2007-07-23
1999   1290 2007-07-23
2060   1368 2007-07-27
2453   1330 2007-07-27
2573   1368 2007-07-23
3862   1248 2007-07-23
4460   1289 2007-07-25
4589   1247 2007-07-23
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",17
1289,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
758    1331 2007-07-27
982    1331 2007-07-25
2060   1368 2007-07-27
2453   1330 2007-07-27
4749   1444 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",12
1330,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
2060   1368 2007-07-27
4460   1289 2007-07-25
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10525  1248 2007-07-27",13
1368,2007-07-27,"        FID       date
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
2453   1330 2007-07-27
4460   1289 2007-07-25
4749   1444 2007-07-25
4946   1482 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",13
1248,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
2060   1368 2007-07-27
2453   1330 2007-07-27
4460   1289 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25",12
1247,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
2060   1368 2007-07-27
2453   1330 2007-07-27
4460   1289 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",12
1290,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
758    1331 2007-07-27
982    1331 2007-07-25
2060   1368 2007-07-27
2453   1330 2007-07-27
4460   1289 2007-07-25
5169   1369 2007-07-25
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",12
1331,2007-07-27,"        FID       date
580    1368 2007-07-25
599    1407 2007-07-25
720    1289 2007-07-27
2060   1368 2007-07-27
2453   1330 2007-07-27
4460   1289 2007-07-25
5169   1369 2007-07-25
6559   1290 2007-07-27
7832   1247 2007-07-27
10131  1330 2007-07-25
10525  1248 2007-07-27",11
4028,2008-08-01,"        FID       date
457    4027 2008-08-01
458    4026 2008-08-01
1804   3721 2008-07-30
1838   4097 2008-08-01
2568   4099 2008-08-01
2569   4098 2008-08-01
4582   3794 2008-07-30
5025   4029 2008-08-01
5567   4025 2008-08-01
8920   3795 2008-07-30
10870  3720 2008-07-30",11
4029,2008-08-01,"        FID       date
457    4027 2008-08-01
458    4026 2008-08-01
1804   3721 2008-07-30
1838   4097 2008-08-01
2568   4099 2008-08-01
2569   4098 2008-08-01
4582   3794 2008-07-30
5026   4028 2008-08-01
5567   4025 2008-08-01
8920   3795 2008-07-30
10870  3720 2008-07-30",11
2873,2008-08-06,"       FID       date
3478  2943 2008-08-06
4077  3009 2008-08-06
5184  2682 2008-08-08
6224  2741 2008-08-08
6661  2874 2008-08-06
6784  2742 2008-08-08
8152  2683 2008-08-08",7
2874,2008-08-06,"       FID       date
3478  2943 2008-08-06
4077  3009 2008-08-06
5184  2682 2008-08-08
6224  2741 2008-08-08
6660  2873 2008-08-06
6784  2742 2008-08-08
8152  2683 2008-08-08",7
2943,2008-08-06,"       FID       date
4077  3009 2008-08-06
5184  2682 2008-08-08
6224  2741 2008-08-08
6660  2873 2008-08-06
6661  2874 2008-08-06
6784  2742 2008-08-08
8152  2683 2008-08-08",7
2742,2008-08-08,"       FID       date
3478  2943 2008-08-06
4077  3009 2008-08-06
5184  2682 2008-08-08
6224  2741 2008-08-08
6660  2873 2008-08-06
6661  2874 2008-08-06
8152  2683 2008-08-08",7
2741,2008-08-08,"       FID       date
3478  2943 2008-08-06
4077  3009 2008-08-06
5184  2682 2008-08-08
6660  2873 2008-08-06
6661  2874 2008-08-06
6784  2742 2008-08-08
8152  2683 2008-08-08",7
2682,2008-08-08,"       FID       date
3478  2943 2008-08-06
6224  2741 2008-08-08
6660  2873 2008-08-06
6661  2874 2008-08-06
6784  2742 2008-08-08
8152  2683 2008-08-08",6
2683,2008-08-08,"       FID       date
3478  2943 2008-08-06
5184  2682 2008-08-08
6224  2741 2008-08-08
6660  2873 2008-08-06
6661  2874 2008-08-06
6784  2742 2008-08-08",6
2872,2008-09-24,"       FID       date
663   2874 2008-09-24
664   2873 2008-09-24
1458  2943 2008-09-24
1607  2625 2008-09-26
1833  3009 2008-09-24
2398  2626 2008-09-26
2760  2683 2008-09-26
4733  2804 2008-09-24
4757  2945 2008-09-24
4797  2682 2008-09-26
5702  2627 2008-09-26",11
2874,2008-09-24,"        FID       date
664    2873 2008-09-24
1458   2943 2008-09-24
1607   2625 2008-09-26
1833   3009 2008-09-24
2398   2626 2008-09-26
2760   2683 2008-09-26
4733   2804 2008-09-24
4757   2945 2008-09-24
4797   2682 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",11
2873,2008-09-24,"        FID       date
663    2874 2008-09-24
1458   2943 2008-09-24
1607   2625 2008-09-26
1833   3009 2008-09-24
2398   2626 2008-09-26
2760   2683 2008-09-26
4733   2804 2008-09-24
4757   2945 2008-09-24
4797   2682 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",11
2804,2008-09-24,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
1458   2943 2008-09-24
1607   2625 2008-09-26
1833   3009 2008-09-24
2398   2626 2008-09-26
2760   2683 2008-09-26
4757   2945 2008-09-24
4797   2682 2008-09-26
5209   2570 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",12
2625,2008-09-26,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
2398   2626 2008-09-26
2760   2683 2008-09-26
4733   2804 2008-09-24
4797   2682 2008-09-26
5209   2570 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",9
2627,2008-09-26,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
1607   2625 2008-09-26
2398   2626 2008-09-26
2760   2683 2008-09-26
2992   2571 2008-09-26
3471   2572 2008-09-26
4733   2804 2008-09-24
4797   2682 2008-09-26
5209   2570 2008-09-26
11323  2872 2008-09-24",11
2682,2008-09-26,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
1458   2943 2008-09-24
1607   2625 2008-09-26
2398   2626 2008-09-26
2760   2683 2008-09-26
4733   2804 2008-09-24
4757   2945 2008-09-24
5209   2570 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",11
2683,2008-09-26,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
1458   2943 2008-09-24
1607   2625 2008-09-26
2398   2626 2008-09-26
2992   2571 2008-09-26
3471   2572 2008-09-26
4733   2804 2008-09-24
4757   2945 2008-09-24
4797   2682 2008-09-26
5209   2570 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",13
2626,2008-09-26,"        FID       date
663    2874 2008-09-24
664    2873 2008-09-24
1607   2625 2008-09-26
2760   2683 2008-09-26
4733   2804 2008-09-24
4797   2682 2008-09-26
5209   2570 2008-09-26
5702   2627 2008-09-26
11323  2872 2008-09-24",9
2941,2008-10-12,"       FID       date
551   3009 2008-10-14
2124  3008 2008-10-14
2357  2943 2008-10-14
5292  2871 2008-10-14
7939  2942 2008-10-14",5
2881,2009-07-05,"       FID       date
826   2887 2009-07-03
1801  2955 2009-07-03
2103  2814 2009-07-03
7345  2813 2009-07-03
7451  2957 2009-07-03
7452  2956 2009-07-03",6
3721,2010-06-16,"        FID       date
8247   3877 2010-06-18
8249   3878 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",5
3879,2010-06-18,"        FID       date
1225   3882 2010-06-20
1226   3881 2010-06-20
2552   3660 2010-06-20
4865   3721 2010-06-16
8247   3877 2010-06-18
8249   3878 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18",8
3880,2010-06-18,"        FID       date
1225   3882 2010-06-20
1226   3881 2010-06-20
2552   3660 2010-06-20
3444   3808 2010-06-20
4865   3721 2010-06-16
5701   3807 2010-06-20
7436   3661 2010-06-20
8247   3877 2010-06-18
8249   3878 2010-06-18
8979   3876 2010-06-18
10488  3879 2010-06-18",11
3878,2010-06-18,"        FID       date
1225   3882 2010-06-20
1226   3881 2010-06-20
2552   3660 2010-06-20
4865   3721 2010-06-16
8247   3877 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",8
3877,2010-06-18,"        FID       date
1225   3882 2010-06-20
1226   3881 2010-06-20
2552   3660 2010-06-20
4865   3721 2010-06-16
8249   3878 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",8
3882,2010-06-20,"        FID       date
1226   3881 2010-06-20
2552   3660 2010-06-20
3444   3808 2010-06-20
5701   3807 2010-06-20
7436   3661 2010-06-20
8247   3877 2010-06-18
8249   3878 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",10
3660,2010-06-20,"        FID       date
1225   3882 2010-06-20
1226   3881 2010-06-20
3444   3808 2010-06-20
3837   3734 2010-06-20
3901   3735 2010-06-20
5701   3807 2010-06-20
7436   3661 2010-06-20
8247   3877 2010-06-18
8249   3878 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",11
3881,2010-06-20,"        FID       date
1225   3882 2010-06-20
2552   3660 2010-06-20
3444   3808 2010-06-20
5701   3807 2010-06-20
7436   3661 2010-06-20
8247   3877 2010-06-18
8249   3878 2010-06-18
8979   3876 2010-06-18
10487  3880 2010-06-18
10488  3879 2010-06-18",10
4024,2010-07-11,"       FID       date
6909  3951 2010-07-09
7423  4020 2010-07-09
7424  4021 2010-07-09
7425  4019 2010-07-09
8583  3952 2010-07-09
8584  3953 2010-07-09",6
3486,2010-07-19,"       FID       date
1900  3478 2010-07-17
1901  3479 2010-07-17
6445  3408 2010-07-17
6880  3487 2010-07-19
6881  3488 2010-07-19",5
2478,2010-07-23,"        FID       date
2984   2358 2010-07-23
5589   2479 2010-07-23
7140   2306 2010-07-25
7359   2360 2010-07-25
7360   2359 2010-07-25
10025  2479 2010-07-25
10739  2358 2010-07-25",7
2479,2010-07-23,"        FID       date
5588   2478 2010-07-23
7140   2306 2010-07-25
7359   2360 2010-07-25
7360   2359 2010-07-25
10022  2478 2010-07-25",5
2358,2010-07-23,"        FID       date
5588   2478 2010-07-23
7140   2306 2010-07-25
7359   2360 2010-07-25
7360   2359 2010-07-25
8438   2193 2010-07-25
10022  2478 2010-07-25
10531  2247 2010-07-25",7
2360,2010-07-25,"        FID       date
2984   2358 2010-07-23
5588   2478 2010-07-23
5589   2479 2010-07-23
7140   2306 2010-07-25
7360   2359 2010-07-25
10022  2478 2010-07-25
10025  2479 2010-07-25
10531  2247 2010-07-25
10739  2358 2010-07-25",9
2306,2010-07-25,"        FID       date
2984   2358 2010-07-23
5588   2478 2010-07-23
5589   2479 2010-07-23
7359   2360 2010-07-25
7360   2359 2010-07-25
10022  2478 2010-07-25
10025  2479 2010-07-25
10531  2247 2010-07-25
10739  2358 2010-07-25",9
2418,2010-07-25,"       FID       date
1720  2603 2010-07-23
1721  2602 2010-07-23
2422  2417 2010-07-23
2790  2661 2010-07-23
2791  2660 2010-07-23
3081  2417 2010-07-25
5786  2604 2010-07-23
7955  2547 2010-07-23
7956  2546 2010-07-23",9
2417,2010-07-25,"       FID       date
1720  2603 2010-07-23
1721  2602 2010-07-23
2423  2418 2010-07-23
2790  2661 2010-07-23
2791  2660 2010-07-23
3080  2418 2010-07-25
5786  2604 2010-07-23
7955  2547 2010-07-23
7956  2546 2010-07-23",9
2359,2010-07-25,"        FID       date
2984   2358 2010-07-23
5588   2478 2010-07-23
5589   2479 2010-07-23
7140   2306 2010-07-25
7359   2360 2010-07-25
8438   2193 2010-07-25
10022  2478 2010-07-25
10025  2479 2010-07-25
10531  2247 2010-07-25
10739  2358 2010-07-25",10
2871,2010-10-02,"        FID       date
1740   2941 2010-10-02
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
5271   3009 2010-10-04
10090  2943 2010-10-04
10676  2803 2010-10-04",8
2941,2010-10-02,"        FID       date
2189   2942 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
5271   3009 2010-10-04
6655   2871 2010-10-02
10090  2943 2010-10-04
10676  2803 2010-10-04",8
2941,2010-10-03,"        FID       date
52     3008 2010-10-05
368    3009 2010-10-05
636    2942 2010-10-05
1164   2871 2010-10-05
1891   2943 2010-10-05
2341   2872 2010-10-05
5040   3007 2010-10-05
6474   3081 2010-10-05
7194   2803 2010-10-05
9288   2804 2010-10-05
10506  2874 2010-10-05
10507  2873 2010-10-05",12
2871,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
1740   2941 2010-10-02
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
10090  2943 2010-10-04
10676  2803 2010-10-04",11
2943,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
1740   2941 2010-10-02
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
6655   2871 2010-10-02
10676  2803 2010-10-04",12
2942,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
1740   2941 2010-10-02
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
6655   2871 2010-10-02
10090  2943 2010-10-04
10676  2803 2010-10-04",12
2803,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
1740   2941 2010-10-02
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
6655   2871 2010-10-02
10090  2943 2010-10-04",12
2941,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
2189   2942 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
6655   2871 2010-10-02
10090  2943 2010-10-04
10676  2803 2010-10-04",11
2872,2010-10-04,"        FID       date
911    3009 2010-10-06
1151   3008 2010-10-06
1740   2941 2010-10-02
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
6655   2871 2010-10-02
10090  2943 2010-10-04
10676  2803 2010-10-04",12
3008,2010-10-06,"        FID       date
782    3009 2010-10-08
911    3009 2010-10-06
1671   3081 2010-10-08
2189   2942 2010-10-04
2841   2941 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
5271   3009 2010-10-04
10090  2943 2010-10-04
10676  2803 2010-10-04",11
3009,2010-10-06,"        FID       date
1151   3008 2010-10-06
1671   3081 2010-10-08
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
4872   3081 2010-10-06
10090  2943 2010-10-04
10676  2803 2010-10-04",10
3081,2010-10-06,"        FID       date
782    3009 2010-10-08
911    3009 2010-10-06
1151   3008 2010-10-06
2189   2942 2010-10-04
2841   2941 2010-10-04
3548   3008 2010-10-04
3951   2872 2010-10-04
4636   2871 2010-10-04
5271   3009 2010-10-04
10090  2943 2010-10-04
10676  2803 2010-10-04",11
3009,2010-10-07,"        FID       date
52     3008 2010-10-05
332    2941 2010-10-05
636    2942 2010-10-05
1164   2871 2010-10-05
1891   2943 2010-10-05
2341   2872 2010-10-05
5040   3007 2010-10-05
6474   3081 2010-10-05
7194   2803 2010-10-05
9288   2804 2010-10-05
10506  2874 2010-10-05
10507  2873 2010-10-05",12
1331,2011-07-18,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18",7
1368,2011-07-18,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3749  1206 2011-07-20
4961  1331 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18
9030  1331 2011-07-20",8
1369,2011-07-18,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
9030  1331 2011-07-20",8
1407,2011-07-18,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18
9030  1331 2011-07-20",7
1206,2011-07-20,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18
9030  1331 2011-07-20",7
1248,2011-07-20,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5152  1407 2011-07-18
8764  1369 2011-07-18
9030  1331 2011-07-20",8
1247,2011-07-20,"       FID       date
1466  1289 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18
9030  1331 2011-07-20",8
1331,2011-07-20,"       FID       date
1466  1289 2011-07-20
3222  1247 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18",7
1289,2011-07-20,"       FID       date
3222  1247 2011-07-20
3749  1206 2011-07-20
3918  1368 2011-07-18
4961  1331 2011-07-18
5152  1407 2011-07-18
5705  1248 2011-07-20
8764  1369 2011-07-18
9030  1331 2011-07-20",8
3008,2011-09-29,"       FID       date
99    2942 2011-09-29
125   2872 2011-09-29
351   2873 2011-09-29
352   2874 2011-09-29
387   2943 2011-09-29
563   3009 2011-09-29
895   2804 2011-09-29
966   2803 2011-09-29
1031  2941 2011-09-29
1492  2871 2011-09-29
2687  2881 2011-10-01
3182  2744 2011-10-01
5365  2809 2011-10-01
5977  3081 2011-09-29
6558  2808 2011-10-01
7922  2945 2011-09-29
8406  2880 2011-10-01
8407  2879 2011-10-01
8871  2882 2011-10-01",19
3081,2011-09-29,"       FID       date
99    2942 2011-09-29
125   2872 2011-09-29
351   2873 2011-09-29
352   2874 2011-09-29
387   2943 2011-09-29
563   3009 2011-09-29
810   3008 2011-09-29
895   2804 2011-09-29
966   2803 2011-09-29
1031  2941 2011-09-29
1492  2871 2011-09-29
2687  2881 2011-10-01
2844  2810 2011-10-01
5365  2809 2011-10-01
6558  2808 2011-10-01
7922  2945 2011-09-29
8406  2880 2011-10-01
8407  2879 2011-10-01
8871  2882 2011-10-01",19
3009,2011-09-29,"       FID       date
99    2942 2011-09-29
125   2872 2011-09-29
351   2873 2011-09-29
352   2874 2011-09-29
387   2943 2011-09-29
810   3008 2011-09-29
895   2804 2011-09-29
966   2803 2011-09-29
1031  2941 2011-09-29
1492  2871 2011-09-29
2687  2881 2011-10-01
3182  2744 2011-10-01
5365  2809 2011-10-01
5977  3081 2011-09-29
6558  2808 2011-10-01
7922  2945 2011-09-29
8406  2880 2011-10-01
8407  2879 2011-10-01
8871  2882 2011-10-01",19
